Gene,logFC,NegativeLogPValue
Gm13483,-0.24965739,0.48805648
Rps12-ps10,0.2621185,0.48807567
Lnpk,0.11913325,0.4881282
Piwil4,0.2646109,0.48820436
Cstb,0.1250098,0.4882074
Ccdc92b,0.24552335,0.48824006
Stk40,-0.09559476,0.48824918
Gstt2,0.15140277,0.4884571
Sdha,-0.10703476,0.48851484
Mir760,0.29390207,0.488515
Btaf1,-0.09813005,0.48863557
Ggt7,0.11051595,0.48876643
Scn5a,0.3359734,0.48890266
Icosl,0.1786712,0.48902324
Nipbl,-0.10677926,0.48903537
Gm17193,-0.25760084,0.4892011
Ttc26,0.15898257,0.48920357
Ube2g1,0.10431198,0.4893054
Gm7162,0.20542563,0.48933202
Tmem216,0.18636915,0.4893497
Ccsap,-0.1835229,0.48936936
Gm13050,-0.12413061,0.48941475
Ogdhl,-0.2957548,0.48945144
Rabgap1,0.1082339,0.48948315
Grsf1,0.09767946,0.4895071
Fbxo34,-0.12402311,0.48953927
Klhl42,0.09813123,0.4896483
Mettl21c,0.25074026,0.4896516
Hspb8,-0.18900254,0.48973587
Gm26534,0.27608243,0.48976728
2510046G10Rik,-0.28317928,0.48978475
Rps20,-0.10680807,0.48986745
Gm12184,0.2682413,0.48992002
Cyth4,0.12797962,0.48992085
Gins3,0.21683562,0.48996988
Afdn,-0.097556695,0.49003187
Tmx3,0.10126867,0.49014726
Gm12216,0.17652912,0.49029773
Apoc1,0.40486792,0.49035293
St13,-0.1091909,0.4904241
Ell2,0.10355577,0.4905046
Det1,0.14359964,0.49070898
Cenpc1,-0.112090886,0.49084103
Gm26624,0.22775303,0.4909907
Qtrt1,0.138349,0.49112856
Por,0.116312146,0.49116176
Pnpt1,-0.11514997,0.49126905
Mir6236,-0.35129043,0.49137026
Csf2ra,0.09753861,0.49148223
A2ml1,0.25506398,0.4914845
Apeh,0.098395646,0.49151406
Podn,-0.13225162,0.49151808
H2af-ps,0.22851087,0.49165118
Vps41,-0.09914855,0.49178556
Antxr2,-0.106677905,0.4919116
4932430I15Rik,-0.3198315,0.4919181
Zfp644,-0.10549451,0.49193415
Tmbim6,0.10778889,0.4919414
Tsta3,-0.11951617,0.491953
Gm12917,-0.23737894,0.4920492
Snord17,-0.15509446,0.49213585
Osbpl1a,0.109240465,0.49213704
Pofut1,0.10500388,0.49218717
Atp5h,0.10201731,0.49223068
Krt7,0.18570018,0.49224567
Crtc3,0.113848515,0.49238983
Them6,0.17393775,0.49242997
Fnip2,-0.09495391,0.49251652
Mrps10,0.10701913,0.49254912
Ccdc71,-0.09764785,0.49257484
Mrpl52,0.10953733,0.49271393
Rpl11,-0.107213974,0.49283743
Lrrc8c,0.09533853,0.49285826
Rpsa-ps4,-0.27196944,0.4929796
Mrpl46,-0.15113476,0.49317628
Slc16a13,0.16094205,0.49330747
Slc7a1,0.13062239,0.49341714
Fam13c,-0.11645362,0.49341723
Gm8822,-0.17524128,0.49349374
Rsph9,-0.14774197,0.49351156
Ehd4,0.10743632,0.49358884
Gypc,0.106709756,0.49361226
Etnk1,-0.10447116,0.49371228
Cbll1,-0.115458086,0.4937311
Prkx,0.099028125,0.4938608
Zranb1,-0.095113754,0.4939606
Cnksr3,-0.12519147,0.49396512
Zfp385c,-0.28271276,0.49397102
Tmem98,-0.124326885,0.49397215
P4htm,-0.097475514,0.49408028
Camkk2,0.101419315,0.49413744
E2f3,-0.1363773,0.49416015
Zbtb46,-0.12295073,0.49420175
Tjp1,0.123736165,0.49429706
Rpl7a,-0.11036299,0.49457368
Ak5,-0.10660138,0.494751
Nudt12,0.12806693,0.49505836
Tmem38b,0.10763866,0.49509886
1700018L02Rik,-0.17975293,0.4951921
Ackr3,-0.1434856,0.49523395
Fam20b,0.10430895,0.4952488
Prrg4,0.105777584,0.49526867
Chchd2,-0.09506943,0.49532774
Gm15597,-0.2678141,0.49533477
Gm10036,0.13161834,0.49535245
Tnfrsf1a,-0.113850296,0.4953898
Sars2,0.110011935,0.4954219
Rgl1,0.09575685,0.49550053
Gps1,0.09371996,0.4955148
C1qtnf9,-0.16960865,0.4955274
Aspm,0.284706,0.49554244
Syt7,-0.18179742,0.49564385
Gmfg,0.23627003,0.49567956
Ntn5,0.14358097,0.49568173
Sh3bp1,0.106540024,0.4956866
Dio3,-0.37055713,0.49569786
Mir683-2,-0.24423043,0.49572548
Sf3b2,-0.10461119,0.49574405
9930111J21Rik1,-0.17135327,0.49576744
Eif2b3,-0.12051724,0.49579406
Ddx31,-0.13238987,0.49583504
Dyrk1a,-0.105773404,0.49583822
Ccdc91,0.10229472,0.49611464
Arl2,-0.09707003,0.49618042
Api5,-0.09749743,0.49629977
Rcn2,0.10456699,0.49634448
Tcf3,-0.10683159,0.49653596
Rdh13,0.1279004,0.49654388
Aox1,-0.10683238,0.49657175
Nat9,-0.12714048,0.49658924
Srsf1,-0.10525138,0.4967249
Cenpx,-0.1323871,0.4968098
Faap100,0.10223613,0.49683425
Ehd1,0.10549258,0.49688867
Cgnl1,0.12378058,0.49704802
Clock,0.11170337,0.49706537
Myo1f,0.1543578,0.49709317
Rassf10,0.15884398,0.49715415
Elac2,0.099921346,0.49715528
Prkaa2,0.26298645,0.49716002
Dcun1d1,0.105522424,0.49716932
Gm28466,0.31800503,0.4971848
Gm25926,-0.21207875,0.4975318
Snx17,0.09628121,0.49758822
Fbxo8,-0.117291346,0.4976805
Gm13535,-0.26555952,0.49772397
Afap1l2,0.102122195,0.49776164
Zfp995,-0.20787625,0.4977634
Thra,-0.121748075,0.4977885
Gm16573,-0.2572065,0.4978439
Hvcn1,-0.15902124,0.49784556
Arl11,0.27221167,0.49790928
Cct6a,0.09657279,0.49793413
Samhd1,-0.10163418,0.4981955
Zc3hc1,0.1277068,0.49822602
Plscr2,-0.10016416,0.49829963
Parp9,0.124067806,0.49830267
Prdm9,0.16164705,0.4983393
Fbxo9,-0.098388605,0.49835926
Ubn2,-0.103844434,0.49836838
Llph,-0.15795957,0.4984056
Zfp961,0.11442634,0.49857748
Ccnd1,0.10342992,0.49865836
Gdf9,0.22429101,0.49869093
Gm6368,0.26174843,0.49870065
Lrpap1,0.09621125,0.49872527
Gm12123,-0.27113563,0.49878666
Hemk1,0.13179597,0.4989178
Snora78,-0.2771915,0.49894935
Gpsm1,-0.10822494,0.4990368
Helb,-0.11755912,0.49905902
Kitl,0.102071196,0.4991484
Vps4a,0.093666084,0.49938622
Gm2531,-0.19611868,0.4994214
Usp42,-0.09491892,0.49954477
Gm5751,-0.2015727,0.49961066
Lrrtm3,0.10006567,0.49970025
Gm11870,-0.21665034,0.4997154
Gnaq,0.10816952,0.49982443
Myl12b,0.09747173,0.49986774
Gm13854,0.19959694,0.4998695
Gaa,-0.10347072,0.49987024
Crat,0.09849228,0.4999141
Cacna1c,0.10678028,0.49995017
Rps15a-ps6,0.19202001,0.49999434
Uaca,0.114231974,0.5000366
Cpt1c,0.09639421,0.50010026
Gsdme,0.1081564,0.5001676
Ttc25,-0.23974438,0.5002874
Gm12435,-0.21892893,0.50036156
Mrpl13,0.11314767,0.5003665
Rnd3,0.104173586,0.5003764
Etv6,0.09737581,0.50039065
Ttc16,-0.21650518,0.50045455
Mettl17,-0.10510667,0.5004647
Ubap2,-0.10434892,0.5005136
Macrod2os1,-0.25277883,0.500551
Agpat3,0.10531832,0.5006644
Gm10134,0.23131257,0.50071436
Shld1,-0.12941515,0.50097746
Cyp2c23,0.22823608,0.5010918
2310043M15Rik,-0.20134555,0.50121385
Lhfpl2,0.12919354,0.50129133
Zfp296,-0.25349206,0.5013122
Cacnb4,0.20577595,0.5013449
Zfp580,0.108392514,0.50134563
Gm17195,0.21580651,0.5014594
AW554918,-0.099213555,0.5015364
Gm16073,-0.2947176,0.5015737
Inpp5b,0.094300374,0.5016209
Tcaf1,0.09429218,0.5016365
Zbed5,0.20358787,0.5017656
Ssx2ip,-0.09645431,0.5017871
A530020G20Rik,0.35677963,0.50189656
BC050972,0.27608895,0.5019927
Abhd14a,0.095957436,0.5020085
Gm17219,0.20789424,0.5021578
Mppe1,0.16376966,0.50218916
Cep57,-0.107372805,0.50221246
Gm10735,-0.22780788,0.5023759
Gltp,0.09308107,0.5024024
Cpsf6,-0.10380185,0.50241965
Efnb1,-0.11122983,0.50248015
Zfand5,0.09417206,0.5024996
Ppp1r37,-0.10172262,0.50261825
Coro2b,-0.11422911,0.5026383
2900041M22Rik,0.27914926,0.5027542
Ar,-0.12674138,0.5028099
Gm21956,-0.23176824,0.5029344
Ergic3,0.09378485,0.50297415
Eif3h,-0.09370854,0.5030085
Lpp,-0.118215814,0.5032859
Abhd17a,0.09427474,0.5033848
Yaf2,-0.11104229,0.50349116
Scyl3,0.09625502,0.50352114
Ralgapb,0.10353185,0.50352836
Atic,0.09430709,0.50358677
Gm7936,0.28539386,0.50359267
Gm9761,0.22784308,0.50364995
Aldh1l2,0.17938495,0.5037506
Utp14a,-0.11757211,0.5037723
Foxred2,-0.11739392,0.5038843
Gm11201,-0.18903133,0.5038991
Ak2,0.103874594,0.5039254
Stk10,0.124610014,0.5039901
Ubl4a,0.100994825,0.50409776
Ubl4a,0.100994825,0.5041038
Cercam,0.14740755,0.5041176
Zfp74,0.10482542,0.50412256
Rtn1,0.107476965,0.5041334
Nmt1,-0.096431956,0.50413644
Polr3e,-0.10124083,0.50415593
Dnttip2,-0.10435865,0.5041918
Pcdhb2,0.30174646,0.5043287
Kdm4dl,-0.28564757,0.5043823
Fat1,0.10690628,0.5044093
Lonrf2,0.09618943,0.5044947
Rgl2,0.09385917,0.5045532
Angptl8,0.18420872,0.50455654
Chmp2a,0.09136293,0.5045637
Fmnl2,-0.10662269,0.50458616
Snrpb,0.09376516,0.5046936
Kcnj9,0.285789,0.50477076
Clec7a,0.22919413,0.5048762
Prickle1,0.09757329,0.5048792
Igsf9,0.1178677,0.50495577
Rps15,-0.10302232,0.5050292
H2afx,0.11974626,0.5051204
Ss18l1,-0.11749959,0.50515246
Ghitm,-0.10326147,0.5052608
Rrn3,0.09140938,0.5054014
Zcchc17,-0.09628395,0.50540376
Coro2a,-0.24158818,0.5054138
D930007P13Rik,0.24169569,0.50555944
Mmadhc,0.09666875,0.5055644
Arl14ep,0.103519864,0.5055758
St3gal2,0.10202195,0.5055987
Nelfb,0.09062592,0.5056134
Alcam,0.14778246,0.50565743
mt-Nd6,-0.11590482,0.5056686
Mrpl50,0.12636597,0.5056805
Rcbtb2,0.0969242,0.5057371
Ino80d,-0.102133065,0.5057816
Gm9493,-0.19173884,0.50597584
Marveld2,0.24789749,0.5059785
Tax1bp1,0.102563515,0.5061365
Elmod3,-0.11519009,0.5061952
3300002A11Rik,-0.208339,0.50638646
Ppp1r18,-0.094359286,0.5063895
Taf13,0.11648383,0.50640553
Gtpbp10,-0.12819806,0.50651085
Cenpa,0.19354892,0.506543
4930426I24Rik,-0.23613958,0.5065952
Tirap,-0.118754625,0.5066188
Ifnar2,-0.09550178,0.5066427
Rffl,-0.11044508,0.50678486
Gm18856,0.25969833,0.5068392
Gm13342,0.3103917,0.5068638
Dpp7,0.13143604,0.5068775
1700084C06Rik,0.22798653,0.506989
Tomm70a,0.088451326,0.5070141
Gm15342,0.16545884,0.5073232
Npat,-0.10083845,0.50733066
Mgat1,0.09390162,0.50735074
Faap24,0.17719147,0.507452
Cwc27,0.11779907,0.507486
Pold4,0.10929328,0.5075221
Nif3l1,-0.12435987,0.5075469
Chac2,0.20299713,0.50758576
Mir27b,-0.1780567,0.5076569
Bhlhb9,0.15518932,0.50779843
Trim30a,-0.17336932,0.50784636
Cep295,-0.10307431,0.50785774
Tm7sf2,0.3171663,0.5078755
Gm13590,0.17524225,0.5081237
Ubn1,-0.10696141,0.50813043
Tbcb,0.0937123,0.5082499
Lars2,-0.30922762,0.5082895
Ifi213,0.25126478,0.5083938
Sptb,-0.1141787,0.5084943
Gm22442,0.10394951,0.508568
Csnk2a2,-0.095581576,0.50859255
Cpq,0.13483357,0.508653
Ift122,-0.10313507,0.5086769
Rhno1,0.14189564,0.50868315
Gm27266,-0.23936054,0.50877774
A930004D18Rik,0.12275184,0.5089187
Platr25,-0.1765044,0.5089327
Mcat,0.11865721,0.50908804
Brap,-0.095556855,0.5090902
Dlg5,0.105103,0.50914985
Vps25,-0.27007467,0.5092379
Usp12,-0.09242516,0.5094485
Gm12950,-0.23907135,0.50945204
1700021F05Rik,0.13565141,0.5095033
Pik3ca,-0.1007926,0.5095577
Tmem136,-0.19220267,0.5096037
Aldh2,0.100152634,0.5096449
Hpn,-0.25348613,0.5097764
AA465934,-0.2904643,0.5098773
Rps10-ps1,-0.15161785,0.50997686
Nptn,0.10084667,0.5100628
Rabepk,-0.13049056,0.51018023
Atp6v0a2,0.09352347,0.51022875
Gm13510,0.23451574,0.510315
Jmjd8,0.118255205,0.5103416
Gpr89,-0.10531422,0.51039547
Mier3,-0.093264975,0.510412
Gmppa,0.098737754,0.51045513
Phf2,-0.10955253,0.5104648
Stx5a,0.09454757,0.510479
Dnajb14,0.09644829,0.5105347
Rnf216,-0.0944755,0.51054657
Rad51d,0.095922925,0.5105707
Skap2,0.112441815,0.51059836
Rbks,-0.15713051,0.5106744
H2-Ab1,0.107214876,0.51086146
Rfc3,0.22416541,0.51086223
Pla2g6,0.09154585,0.5109095
Zfp853,0.1527627,0.51092494
A230103J11Rik,-0.23512298,0.51094824
Mtfmt,-0.11869707,0.5109544
Gm14869,0.19291408,0.51095736
Mical2,-0.13235617,0.5109625
Mical2,-0.13235617,0.5109758
Gm26642,0.2525596,0.5110734
Exd1,0.16240326,0.51113486
4930518C09Rik,-0.24994557,0.5112044
Pnck,-0.119570106,0.5113307
St3gal4,0.09947567,0.511361
Gm12758,-0.1942882,0.5114657
Tmem126b,0.12178847,0.5117189
Htr2b,0.21395555,0.51177955
Gm5577,0.19957367,0.5118247
Mpzl3,-0.19803749,0.5118538
Stat6,-0.1034636,0.51193595
Nprl2,0.13104501,0.5119844
Stard6,0.18815775,0.51199216
Pdlim7,-0.10270669,0.51202023
A230050P20Rik,-0.10784803,0.512028
Lrmp,0.16366188,0.5120441
Cwc25,-0.10235615,0.51210654
Edem2,0.09490244,0.51213074
Usp20,-0.09832295,0.51226145
Gm20632,0.17243777,0.51230973
Lcor,-0.09363719,0.5123191
Gm6478,-0.23577061,0.5123832
Fam78a,-0.18081646,0.5124152
Hist1h4i,0.22243246,0.51241523
Tlr1,0.2627752,0.51268333
Phf7,0.13512476,0.51269656
Gm7507,-0.22872478,0.5127215
Llgl1,0.10080145,0.5129378
Slc30a5,0.093921535,0.5129869
F830016B08Rik,0.32686552,0.51313335
Map4k5,-0.100016475,0.5132644
Exoc2,0.09546292,0.51333237
Aco2,0.10312969,0.5133409
Slc6a12,0.22173287,0.5134317
Tmem43,0.08832357,0.5134598
Myadm,0.10847882,0.513643
Gnrh1,-0.25316262,0.51364386
Tpst1,0.08915013,0.51385933
Cep68,0.09003403,0.51408696
Irf6,0.1724802,0.5142761
Stt3b,0.09981528,0.51427937
Duox1,-0.21523196,0.514285
Taf12,-0.11712384,0.5143555
Gm15727,0.23137744,0.51457036
Impdh2,-0.098039694,0.51474804
Kif1bp,0.10026489,0.51475847
Arc,-0.22858861,0.5149383
Aaed1,-0.12042261,0.5149884
B3gntl1,-0.09713755,0.51530313
AU021092,0.1654217,0.5153833
4930429F24Rik,0.09570395,0.515394
Fbxl4,0.11297039,0.51541775
Gm10320,-0.29703107,0.5154512
F13a1,0.15857035,0.5155155
Nwd1,0.117707275,0.51557624
Npas3,0.1692279,0.5157238
Gm16861,-0.15809964,0.51587415
Rpsa-ps10,-0.14417185,0.5159113
Jtb,0.102460004,0.5160262
Gm42418,-0.33429983,0.516106
Ctsh,0.15578215,0.51613086
Saal1,-0.112552695,0.51617026
Rab6a,0.094281726,0.5162192
Ptgds,-0.26230204,0.5162626
Mto1,0.12397524,0.5163424
Cdc25a,0.13121861,0.5163758
Tle2,-0.10694812,0.51643974
U2af1,-0.09744649,0.5164721
Dlg4,-0.094908744,0.5166017
Setd4,0.12957802,0.5166233
Zrsr2,-0.091915965,0.5166712
Rfk,-0.08917486,0.51676077
Cyb5r4,-0.110313535,0.5168571
Fdx1,-0.14295423,0.51692057
Socs6,-0.102177314,0.5170149
Tyw1,0.09467405,0.51711094
Gm16001,0.15707253,0.51713353
Mcam,0.09690613,0.5173704
Sox6os,-0.21674526,0.5173705
Plxna1,0.10099366,0.5174196
Tent4b,-0.092475496,0.5174233
Armc1,-0.09059099,0.5176679
D630003M21Rik,-0.10467213,0.5177091
D130040H23Rik,-0.17235124,0.51778364
Sh2d4a,0.19127421,0.51779246
Inpp5d,-0.1249674,0.51783293
Stam2,0.09255445,0.5178988
Gm6712,-0.20339312,0.51790977
Gfm2,-0.092164114,0.5179126
Dcps,-0.12845919,0.5179136
Gm5540,0.1830829,0.51809645
Kcnq1ot1,-0.1015303,0.5181786
Hmgb1,0.09775882,0.5182544
Hmgb1,0.097758815,0.5182924
A330033J07Rik,-0.28512767,0.5184898
Ehmt1,-0.0993995,0.5186004
Zfyve1,-0.09027705,0.518609
Sdhd,0.109588504,0.5186415
Golga1,0.09906854,0.51865685
Zfp386,-0.09168124,0.51869977
Gm16464,0.27484575,0.51886904
Zfp61,-0.113255605,0.5189352
Ptges3-ps,0.15880604,0.51895154
Ankib1,0.10891652,0.5191493
Capza1,0.09464269,0.51917034
Mrpl39,0.120772645,0.5192149
n-R5-8s1,-0.32238686,0.5192554
Slc35a2,0.09994311,0.5193731
4930444A19Rik,-0.21154135,0.51952076
Nipal2,0.23722981,0.5195259
Irf1,-0.093178526,0.51957864
Cst3,-0.11039711,0.5195961
Gm16638,0.17185703,0.5196871
Mrps27,0.13655087,0.51969665
Gm14472,-0.22829366,0.51975244
Carm1,-0.09425733,0.51975685
Ptpn13,-0.10004717,0.5197655
Gm15675,-0.112962015,0.51992905
Ttc27,-0.11907141,0.5199877
Aamp,0.09331176,0.52015716
St3gal1,-0.12813626,0.52024007
Triobp,0.10041178,0.5202783
Ube3b,-0.09911699,0.5203546
A230083G16Rik,-0.14746131,0.5204834
Exoc1,0.09527608,0.5205033
Sacm1l,0.08828097,0.520562
Synj1,-0.08866728,0.52068293
Slc52a2,0.1055679,0.5208518
Ddah1,0.09855336,0.5210869
Slc1a7,-0.22882858,0.5211108
Fam13b,-0.09925624,0.5213617
Fam193b,-0.09905075,0.52137274
Erh,0.12941366,0.52148134
B3galt4,0.16859074,0.52159566
Rasa1,0.091510914,0.52163285
Zfp114,-0.18852289,0.5216661
4931422A03Rik,-0.15827388,0.5216699
Runx1t1,0.093517594,0.5217028
Dnase1l1,0.116663866,0.52175766
Ssc4d,-0.23034973,0.52176803
Narf,-0.10428459,0.52203715
Wdr24,0.11261173,0.52215916
Idh2,-0.11431656,0.52222806
Abcc3,-0.16487224,0.5223948
Pgm3,-0.1178146,0.52242756
Tmem269,-0.25495934,0.5224738
Ankrd26,0.09262075,0.52252066
Slc35a1,0.102667555,0.5225931
Smim11,0.15278335,0.52259773
Gm5903,0.21700323,0.5228034
Gm13226,-0.21756524,0.52288705
Add3,0.09680028,0.5232717
Gm14236,0.16424912,0.52331424
Kcnq1,-0.23451748,0.52333003
Hlcs,-0.10698627,0.5233842
Bpgm,-0.11924887,0.52338624
Agap1,-0.09910607,0.5234361
Adamts5,0.16525014,0.52346635
Rnft2,-0.11747946,0.52353257
Ccl28,-0.16109067,0.5236189
Wt1,-0.15365466,0.5236898
Tradd,-0.14724259,0.5237061
Gdi2,0.09854553,0.5238507
Akap6,-0.11934991,0.5239633
Foxd2,0.103140526,0.52398723
1600014C10Rik,0.11296178,0.52403265
Mrps15,-0.10050488,0.52421045
Zfp612,-0.12876828,0.52424985
Stap2,-0.17571895,0.52428746
Ybx3,0.10345532,0.5243599
Eloa,0.08988856,0.52441096
Tdrd7,0.099655434,0.5245272
Arpc1a,0.10190391,0.52454907
Peg3,0.10105572,0.52468413
Chm,0.09136668,0.5246902
Hddc2,-0.21326531,0.5247683
Trim32,-0.09154529,0.5248276
Tcf7,-0.14969075,0.5249182
Mlf2,0.09674988,0.52511764
Qdpr,0.09331035,0.5252403
Dgkq,-0.09036109,0.5253523
Dcn,-0.10876081,0.5254691
Rpusd1,0.1063829,0.52570885
Gm15556,0.22757968,0.52576894
Tmc8,0.23069899,0.52578676
Tapt1,-0.089108236,0.525842
Efcab5,-0.20736055,0.5258458
Eaf2,-0.24990532,0.52592224
Pgm2,0.12328491,0.52598727
Sorbs1,-0.099313624,0.52602845
Cdc6,-0.2452316,0.5262114
Ddx11,0.19368806,0.5262718
St6galnac3,0.2597329,0.52632684
Cdk2ap2,0.090166636,0.526351
Ankrd44,0.09974821,0.52637994
Cc2d1b,0.10196129,0.52638423
Egr2,-0.11028311,0.5265315
Cdc16,0.09308771,0.52657795
Vmn2r1,-0.2931608,0.526664
Gm14212,0.21112022,0.5266927
Hk3,0.18356916,0.5267035
Gm11948,0.18368287,0.5268461
Ppp2r2d,-0.085431226,0.526882
0610009B22Rik,0.15621102,0.5269022
Eif4a1,0.10033628,0.5269478
Gm16372,-0.25955042,0.5270848
Mapk3,0.099402755,0.52708894
Srebf1,0.16945446,0.52714294
Gm15423,0.28349915,0.5272226
Sec16b,0.12281543,0.5273587
Pon3,-0.2020428,0.52740884
Rita1,0.15140645,0.5274344
Gvin1,0.19152015,0.52746767
Zfand2b,0.11039842,0.5274687
Dele1,0.08915807,0.52749777
Gsdmcl-ps,-0.19693008,0.5275144
Ylpm1,-0.09905752,0.5275244
Ndufaf6,-0.15892792,0.52753466
Gm11944,-0.13849765,0.52763796
44450,0.10275704,0.5276413
Atad2,-0.14149396,0.5276981
Gm15369,-0.24188112,0.52774024
Bcl7b,-0.0870081,0.52774626
Adra2c,0.24965058,0.5278931
Clca3a1,-0.15150304,0.52794045
Apobr,-0.15798865,0.5280699
Psmb8,-0.14910454,0.5280839
Gm13192,-0.17946261,0.5281135
Gm10561,-0.24868834,0.52813
C230012O17Rik,-0.25052413,0.52822214
Pp2d1,0.24145438,0.5282844
Psph,0.107151024,0.5283019
Atxn1l,-0.099749,0.5283974
Lrrc61,-0.10314172,0.5283975
Klhdc3,0.08934649,0.528464
Vps50,-0.08979742,0.52848196
Gm16006,-0.16437194,0.5285835
Hikeshi,0.11095093,0.5287197
Anxa6,0.10045748,0.528927
Thop1,0.0955019,0.52893746
Hoxd3os1,0.17120193,0.5290383
Disc1,0.10853262,0.52926993
Mtrr,-0.108641535,0.52929944
Trim12c,-0.13933192,0.5293228
Gm22009,-0.089157924,0.52939415
Tmc7,0.11448509,0.52946764
Sike1,0.09687194,0.5295756
Gm3436,-0.19357355,0.52958965
Ebf3,0.12614885,0.5296175
Ank2,0.099461794,0.5298507
Atp7b,-0.26886907,0.5298729
5830462I19Rik,0.19534904,0.5298838
Pcsk7,-0.100903906,0.530008
Pdss1,-0.15746762,0.5300396
Tbrg4,0.09805989,0.5301009
Ccdc50-ps,0.22268511,0.53010803
Gm12818,0.26194048,0.5301977
Alas2,-0.1313832,0.53021646
2010106C02Rik,-0.16806658,0.53034776
Mtmr12,-0.087670416,0.5303946
4930481A15Rik,-0.13884199,0.5304817
Gm27202,0.16060622,0.53053594
Aip,0.08845846,0.53054065
D3Ertd254e,0.09039473,0.5306729
Naif1,-0.13391532,0.53069884
Prpf40b,-0.093119696,0.5307372
Rccd1,-0.11842916,0.53081024
Gm15842,-0.21201465,0.530824
Ankrd33b,-0.089664236,0.5309566
Gm12630,0.18860756,0.5310644
Abhd13,0.09069725,0.53106874
Trim68,0.11359445,0.5311276
Ctsd,0.097596765,0.5312193
Zfp277,-0.12709765,0.5312219
Gart,0.08961971,0.53125143
A530083I20Rik,0.23451602,0.53127825
Acacb,0.10682745,0.53128505
Scube3,0.11023258,0.5316076
Adam23,0.09375004,0.53171295
Gm7867,0.2322197,0.53171855
Mgat4b,-0.10153559,0.5318176
Pih1d2,0.28490183,0.5319465
Hoxa4,-0.19129409,0.5319735
Polg2,-0.12376299,0.5320631
Tbc1d19,-0.08869373,0.5320721
1600012H06Rik,0.10913551,0.5321165
Rars,-0.09527539,0.5321249
Ugt1a7c,-0.22442858,0.53218985
Nrip1,-0.08775155,0.5322292
Lpgat1,0.092458285,0.53229773
Rnf139,0.08963607,0.5324036
Mospd1,-0.13350205,0.5324627
Clk1,-0.09640913,0.53258324
Hnrnpa3,-0.097539686,0.5329543
Atp11b,-0.08470625,0.532957
Polr2i,-0.13760322,0.5329807
Rasa2,-0.089392826,0.53300714
B4galt6,0.09526668,0.5330577
Eno1b,-0.25223842,0.5331005
Ruvbl2,-0.0888984,0.53327256
Fyn,-0.09376376,0.53332573
Aebp2,-0.09593675,0.533332
Ube2e2,0.09851348,0.5333407
Mien1,0.16223423,0.5333479
Rhbdd1,-0.08871387,0.5334028
Gsk3a,-0.08826091,0.5335668
Igsf8,0.085527636,0.53376424
Tmem60,0.1565227,0.5338429
Taf10,0.09018912,0.53386843
Desi2,0.092902124,0.5339454
Gm26767,-0.15085907,0.5340117
Elf1,-0.09253293,0.53413
Phlda3,-0.12144224,0.5342548
Tmem260,0.08909867,0.53430337
Atp6v0a1,0.09472889,0.53435004
Usp38,-0.10707307,0.53439295
Klc1,-0.09625538,0.5344063
Fam102b,0.10007176,0.5344588
Tmem259,0.09548933,0.5344699
Fbxl8,-0.16498044,0.5345128
Micu2,-0.08899712,0.53454316
Rex1bd,0.08756263,0.5346501
Gpank1,-0.13597852,0.53472036
Gm12322,-0.18753177,0.53476554
Ints13,-0.09521704,0.53479874
Fuom,-0.13789926,0.53483695
Atg16l1,-0.08542265,0.53486705
Mab21l2,0.16988304,0.53488684
Vps13c,-0.09853166,0.53497356
Cep350,-0.09466189,0.53502244
Map3k11,-0.09477038,0.53509736
Sugt1,-0.08838316,0.5351023
Rgs2,-0.21372586,0.5352824
Mrps35,0.10983123,0.5353014
Fam196b,0.19299997,0.5353102
Hnrnpl,-0.095885605,0.5354837
Pmpcb,0.09425238,0.5355102
Pdpr,-0.0849611,0.5355662
Mrps26,-0.10012482,0.5356403
Ggps1,-0.10633613,0.5357448
Gcc1,-0.08851806,0.53588593
Dcun1d2,0.10217836,0.5359651
Rbbp9,-0.09152903,0.5359887
Gm15050,0.24394067,0.5359984
Nanos1,-0.218651,0.5360584
Ippk,-0.09412313,0.5360969
Gm8261,-0.24007978,0.53629416
Gm16209,-0.22639856,0.5363198
Gm11975,-0.20101397,0.5364126
Tbc1d5,-0.09104747,0.5364283
Clstn2,0.17032278,0.53669333
Nsf,0.088309795,0.5367144
Sp9,0.1737787,0.53674126
Gm27003,-0.210613,0.5367532
Lamp2,0.0964428,0.53688204
Tmem86a,-0.15694076,0.5370546
Rpl23a-ps2,0.22635867,0.5371186
Mybl2,-0.20778985,0.5371225
Hnrnpul2,-0.094039254,0.5371812
Sepsecs,-0.09251702,0.53722405
Las1l,0.09567875,0.5372442
Rundc3b,-0.12978226,0.53743005
Axin2,0.09567491,0.5374902
2610507B11Rik,0.09483152,0.53760576
Dnmt3l-ps1,-0.14255428,0.5377376
Mtm1,-0.10339859,0.53777355
Aifm1,0.11962471,0.53779715
Kdm2a,-0.09414311,0.5378264
Caln1,0.20873682,0.53787297
Rad21,-0.09293915,0.537972
Cbfb,-0.08485808,0.53797394
Wwtr1,0.09374827,0.53819644
Tpt1-ps3,-0.09920531,0.53824866
Atn1,-0.12050099,0.5383019
Eif4e,-0.091876656,0.53839934
Trappc13,-0.09937266,0.538402
Pex26,-0.101580136,0.53880143
Gm9754,0.16638097,0.53880876
Zfp617,-0.11283895,0.53893757
Ltbp1,0.093360774,0.5390483
Gm6365,-0.22463688,0.53906703
Sars,0.08958587,0.5390724
Ahsa2,-0.11171572,0.5391335
